Id,Username,Text,Created At,Retweets,Likes,Quote_count,Reply_count,View_count
1867290674485186859,belo 🌎,"🇧🇷 ¿Estás pensando vacacionar en Florianópolis? Guardá esto porque hicimos la tarea por vos ✅

🚘 Ruta de Buenos Aires a Florianópolis
🏖️ Playas más famosas
📸 Miradores y puntos panorámicos

Link al mapa interactivo 👇 https://t.co/3jFVtklqsT",Thu Dec 12 19:29:24 +0000 2024,3,22,0,3,5033
1867281830346694721,belo 🌎,"TIENDAS VIRTUALES DE BELO, TU ALIADO PARA GAMING EN PESOS 🙌

Comprá saldo de Steam, Kinguin, PlayStation, Riot Games, Eneba, Minecraft y MÁS. También son un excelente regalo navideño 😉🎄

Ingresá a “Tiendas Virtuales” en la app para conocer todas las opciones 📱 https://t.co/mUxM1ujiS7",Thu Dec 12 18:54:15 +0000 2024,2,15,1,2,5761
1867241059606049167,belo 🌎,https://t.co/i7VnI06zxy,Thu Dec 12 16:12:14 +0000 2024,2,7,0,2,2193
1866834302669033779,belo 🌎,https://t.co/U8TRq8QmZ0,Wed Dec 11 13:15:56 +0000 2024,2,14,0,4,2501
1866594142110769266,belo 🌎,"🔥 25% OFF en OFERTAS DE NAVIDAD de MERCADOLIBRE pagando con belo🎄

👉 El descuento se aplica al ingresar tu belo Mastercard
👉 Hasta el 15/12 o agotar cupones
👉 Tope de reintegro: $12.000

Productos seleccionados 🧵👇",Tue Dec 10 21:21:37 +0000 2024,2,8,0,4,3411
1866465508306157625,belo 🌎,"GANÁ UN 50% EXTRA DE TU SUELDO ESTE MES 🤑

No cobré el aguinaldo porque mi familia es freelancer 🖐️🥲

Si esto te pasa, seguí leyendo 🧵👇 https://t.co/Lot85vuyYB",Tue Dec 10 12:50:29 +0000 2024,2,5,0,2,1855
1866242418859000088,belo 🌎,😈 https://t.co/4mejTYmBCl,Mon Dec 09 22:04:00 +0000 2024,1,23,0,0,2252
1866216069352022162,belo 🌎,"Qué bien les queda belo a @LITkillah y @SpreenDMC 💜

Se viene de todo con @ShindeNgg 🚀 https://t.co/mZz08fZaz0",Mon Dec 09 20:19:18 +0000 2024,53,764,1,2,17551
1866212423121662301,belo 🌎,🔥🔥🔥🔥🔥🔥🔥,Mon Dec 09 20:04:48 +0000 2024,0,14,0,0,1780
1865027996014301621,belo 🌎,"¡Buen viernes! Te dejo una data clave si vas a salir hoy:

30% OFF pagando con tu belo Mastercard a través de GOOGLE PAY 💳📱

Tope de reintegro $8.000 cada viernes hasta fin de año 💪",Fri Dec 06 13:38:19 +0000 2024,1,7,0,13,2741
1865026946972725273,belo 🌎,"Desde control me informan que se posterga el anuncio al lunes 😭

¿Lo bueno? Siguen teniendo chances hasta el lunes de adivinar. Muchos están MUY CERCA 👀",Fri Dec 06 13:34:09 +0000 2024,0,4,1,4,2778
1864756937117549014,belo 🌎,Ya empezamos a evaluar perfiles 🚀 Sumate a la convocatoria 💪,Thu Dec 05 19:41:13 +0000 2024,2,9,0,3,3361
1864735808491499660,belo 🌎,"La segunda pista viene para la casa sin Waze 🎶

🎁 El que adivina se lleva una giftcard para Steam de 20 USD (esto también es una pista 👀)",Thu Dec 05 18:17:16 +0000 2024,0,6,0,9,3212
1864721413912793334,belo 🌎,"Hoy tenemos un anuncio BOMBA.

Pista: 😈",Thu Dec 05 17:20:04 +0000 2024,0,35,1,18,12970
